Rk,Date,Round,Venue,Scorer,Opponent,Start,xG,PSxG,Body Part,Distance,Minute,Score,Goalkeeper,Assist,GCA1,Type,GCA2,Type.1,Notes,Team,League
9,2024-09-28,Matchweek 5,Away,Marvin Pieringer,Mainz 05,Y,0.11,0.76,Right Foot,9.0,15,0-0,Robin Zentner,Jonas Föhrenbach,Jonas Föhrenbach,Pass (Live),Paul Wanner,Pass (Live),Volley,Heidenheim,Bundesliga
10,2024-09-28,Matchweek 5,Away,Jan Schöppner,Mainz 05,Y,0.1,0.82,Head,8.0,86,1-0,Robin Zentner,Adrian Beck,Adrian Beck,Pass (Dead),Luca Kerber,Shot,,Heidenheim,Bundesliga
11,2024-10-19,Matchweek 7,Away,Léo Scienza,Gladbach,Y,0.04,0.25,Right Foot,10.0,12,0-0,Moritz Nicolas,,Jan Schöppner,Shot,,,Deflected,Heidenheim,Bundesliga
12,2024-10-19,Matchweek 7,Away,Marvin Pieringer,Gladbach,Y,0.79,0.76,Right Foot,13.0,80,1-3,Moritz Nicolas,,,Fouled,Mathias Honsak,Pass (Dead),,Heidenheim,Bundesliga
1,2024-08-24,Matchweek 1,Home,Andrej Kramarić,Holstein Kiel,Y,0.79,0.9,Right Foot,13.0,6,0-0,Timon Weiner,,Marius Bülter,Fouled,Tim Drexler,Pass (Live),,Hoffenheim,Bundesliga
2,2024-08-24,Matchweek 1,Home,Andrej Kramarić,Holstein Kiel,Y,0.45,0.86,Head,7.0,37,1-0,Timon Weiner,Marius Bülter,Marius Bülter,Pass (Live),Grischa Prömel,Pass (Live),,Hoffenheim,Bundesliga
3,2024-08-24,Matchweek 1,Home,Andrej Kramarić,Holstein Kiel,Y,0.47,0.77,Right Foot,8.0,87,2-1,Timon Weiner,,Jacob Bruun Larsen,Shot,,,,Hoffenheim,Bundesliga
4,2024-08-31,Matchweek 2,Away,Andrej Kramarić,Eint Frankfurt,Y,0.66,0.99,Left Foot,4.0,54,0-2,Kevin Trapp,Adam Hložek,Adam Hložek,Pass (Live),Pavel Kadeřábek,Pass (Live),,Hoffenheim,Bundesliga
5,2024-09-14,Matchweek 3,Home,Mergim Berisha,Leverkusen,Y,0.22,0.39,Right Foot,6.0,37,0-2,Lukáš Hrádecký,Andrej Kramarić,Andrej Kramarić,Pass (Live),Alexander Prass,Pass (Live),,Hoffenheim,Bundesliga
6,2024-09-21,Matchweek 4,Away,Marius Bülter,Union Berlin,Y,0.07,0.62,Right Foot,15.0,67,0-2,Frederik Rønnow,,Marius Bülter,Take-On,Tom Bischof,Pass (Live),,Hoffenheim,Bundesliga
7,2024-09-29,Matchweek 5,Home,Marius Bülter,Werder Bremen,Y,0.48,0.33,Right Foot,15.0,5,0-0,Michael Zetterer,Mergim Berisha,Mergim Berisha,Pass (Live),Marius Bülter,Pass (Live),,Hoffenheim,Bundesliga
8,2024-09-29,Matchweek 5,Home,Marius Bülter,Werder Bremen,Y,0.14,0.84,Left Foot,10.0,8,1-0,Michael Zetterer,Umut Tohumcu,Umut Tohumcu,Pass (Live),Kevin Akpoguma,Pass (Live),,Hoffenheim,Bundesliga
9,2024-09-29,Matchweek 5,Home,Adam Hložek,Werder Bremen,Y,0.28,0.63,Right Foot,5.0,12,2-0,Michael Zetterer,,Marius Bülter,Take-On,Alexander Prass,Pass (Live),Volley,Hoffenheim,Bundesliga
10,2024-10-06,Matchweek 6,Away,Valentin Gendrey,Stuttgart,Y,0.33,0.27,Right Foot,19.0,44,0-0,Alexander Nübel,,Adam Hložek,Pass (Live),Alexander Prass,Pass (Dead),,Hoffenheim,Bundesliga
11,2024-10-19,Matchweek 7,Home,Andrej Kramarić,Bochum,Y,0.14,0.55,Right Foot,21.0,11,0-0,Patrick Drewes,,,,,,,Hoffenheim,Bundesliga
12,2024-10-19,Matchweek 7,Home,Marius Bülter,Bochum,Y,0.26,0.86,Right Foot,14.0,64,1-0,Patrick Drewes,Tom Bischof,Tom Bischof,Pass (Live),Andrej Kramarić,Pass (Live),,Hoffenheim,Bundesliga
13,2024-10-19,Matchweek 7,Home,Haris Tabakovic,Bochum,N,0.23,0.77,Left Foot,15.0,90+3,2-1,Patrick Drewes,Jacob Bruun Larsen,Jacob Bruun Larsen,Pass (Live),Tom Bischof,Pass (Live),,Hoffenheim,Bundesliga
1,2024-08-24,Matchweek 1,Away,Alexander Bernhardsson,Hoffenheim,Y,0.1,0.7,Head,8.0,63,0-2,Oliver Baumann,Finn Porath,Finn Porath,Pass (Live),Shuto Machino,Pass (Live),,Holstein Kiel,Bundesliga
2,2024-08-24,Matchweek 1,Away,Shuto Machino,Hoffenheim,Y,0.1,0.5,Right Foot,13.0,89,1-3,Oliver Baumann,Nicolai Remberg,Nicolai Remberg,Pass (Live),Timo Becker,Pass (Live),,Holstein Kiel,Bundesliga
3,2024-09-14,Matchweek 3,Home,Armin Gigovic,Bayern Munich,N,0.05,0.09,Head,12.0,82,0-5,Manuel Neuer,Tymoteusz Puchacz,Tymoteusz Puchacz,Pass (Live),Magnus Knudsen,Pass (Live),,Holstein Kiel,Bundesliga
4,2024-09-21,Matchweek 4,Away,Benedikt Pichler,Bochum,Y,0.68,0.99,Right Foot,17.0,15,0-0,Patrick Drewes,Andu Kelati,Benedikt Pichler,Take-On,Andu Kelati,Pass (Live),,Holstein Kiel,Bundesliga
5,2024-09-21,Matchweek 4,Away,Shuto Machino,Bochum,N,0.26,0.32,Left Foot,4.0,89,1-2,Patrick Drewes,Steven Skrzybski,Steven Skrzybski,Pass (Live),Jann-Fiete Arp,Pass (Dead),,Holstein Kiel,Bundesliga
6,2024-09-29,Matchweek 5,Home,Shuto Machino,Eint Frankfurt,Y,0.79,0.9,Right Foot,13.0,30,0-1,Kauã Santos,,Lewis Holtby,Fouled,Finn Porath,Pass (Live),,Holstein Kiel,Bundesliga
7,2024-09-29,Matchweek 5,Home,Shuto Machino,Eint Frankfurt,Y,0.03,0.23,Left Foot,17.0,50,1-2,Kauã Santos,,Shuto Machino,Pass (Live),Finn Porath,Pass (Live),,Holstein Kiel,Bundesliga
8,2024-10-05,Matchweek 6,Away,Max Geschwill,Leverkusen,Y,0.2,0.94,Other,4.0,45+5,0-2,Lukáš Hrádecký,Lewis Holtby,Lewis Holtby,Pass (Dead),Finn Porath,Shot,,Holstein Kiel,Bundesliga
9,2024-10-05,Matchweek 6,Away,Jann-Fiete Arp,Leverkusen,N,0.79,0.67,Right Foot,13.0,69,1-2,Lukáš Hrádecký,,Armin Gigovic,Fouled,Armin Gigovic,Take-On,,Holstein Kiel,Bundesliga
10,2024-10-26,Matchweek 8,Away,Armin Gigovic,Stuttgart,Y,0.04,0.39,Right Foot,19.0,84,0-2,Alexander Nübel,,Phil Harres,Shot,,,,Holstein Kiel,Bundesliga
1,2024-08-23,Matchweek 1,Away,Granit Xhaka,Gladbach,Y,0.03,0.21,Left Foot,31.0,12,0-0,Jonas Omlin,,Jeremie Frimpong,Interception,,,,Leverkusen,Bundesliga
2,2024-08-23,Matchweek 1,Away,Florian Wirtz,Gladbach,Y,0.14,0.29,Left Foot,10.0,38,1-0,Jonas Omlin,,Álex Grimaldo,Shot,,,,Leverkusen,Bundesliga
3,2024-08-23,Matchweek 1,Away,Florian Wirtz,Gladbach,Y,0.75,0.88,Right Foot,4.0,90+11,2-2,Jonas Omlin,,Florian Wirtz,Shot,,,,Leverkusen,Bundesliga
4,2024-08-31,Matchweek 2,Home,Jeremie Frimpong,RB Leipzig,Y,0.12,0.25,Right Foot,4.0,38,0-0,Péter Gulácsi,,Jeremie Frimpong,Take-On,,,,Leverkusen,Bundesliga
5,2024-08-31,Matchweek 2,Home,Álex Grimaldo,RB Leipzig,Y,0.22,0.32,Left Foot,10.0,45,1-0,Péter Gulácsi,Florian Wirtz,Florian Wirtz,Pass (Live),Martin Terrier,Pass (Live),,Leverkusen,Bundesliga
6,2024-09-14,Matchweek 3,Away,Martin Terrier,Hoffenheim,Y,0.55,0.99,Left Foot,4.0,17,0-0,Oliver Baumann,Victor Boniface,Victor Boniface,Pass (Live),Nathan Tella,Pass (Live),,Leverkusen,Bundesliga
7,2024-09-14,Matchweek 3,Away,Victor Boniface,Hoffenheim,Y,0.44,0.89,Right Foot,9.0,30,1-0,Oliver Baumann,Granit Xhaka,Victor Boniface,Take-On,Granit Xhaka,Pass (Live),,Leverkusen,Bundesliga
8,2024-09-14,Matchweek 3,Away,Florian Wirtz,Hoffenheim,Y,0.79,0.95,Right Foot,13.0,72,2-1,Oliver Baumann,,Álex Grimaldo,Fouled,Martin Terrier,Pass (Live),,Leverkusen,Bundesliga
9,2024-09-14,Matchweek 3,Away,Victor Boniface,Hoffenheim,Y,0.14,0.33,Left Foot,12.0,75,3-1,Oliver Baumann,Jeremie Frimpong,Victor Boniface,Take-On,Jeremie Frimpong,Pass (Live),,Leverkusen,Bundesliga
10,2024-09-22,Matchweek 4,Home,Florian Wirtz,Wolfsburg,Y,0.08,0.68,Right Foot,19.0,14,0-1,Kamil Grabara,Granit Xhaka,Granit Xhaka,Pass (Live),Jonathan Tah,Shot,,Leverkusen,Bundesliga
11,2024-09-22,Matchweek 4,Home,Jonathan Tah,Wolfsburg,Y,0.04,0.12,Head,8.0,32,1-1,Kamil Grabara,Álex Grimaldo,Álex Grimaldo,Pass (Dead),Florian Wirtz,Shot,,Leverkusen,Bundesliga
12,2024-09-22,Matchweek 4,Home,Piero Hincapié,Wolfsburg,N,0.63,0.95,Head,3.0,48,2-3,Kamil Grabara,Aleix García,Aleix García,Pass (Dead),Aleix García,Shot,,Leverkusen,Bundesliga
13,2024-09-22,Matchweek 4,Home,Victor Boniface,Wolfsburg,N,0.1,0.88,Left Foot,10.0,90+3,3-3,Kamil Grabara,,Exequiel Palacios,Shot,,,,Leverkusen,Bundesliga
14,2024-09-28,Matchweek 5,Away,Robert Andrich,Bayern Munich,Y,0.02,0.27,Right Foot,24.0,31,0-0,Manuel Neuer,Granit Xhaka,Granit Xhaka,Pass (Live),Álex Grimaldo,Pass (Dead),Volley,Leverkusen,Bundesliga
15,2024-10-05,Matchweek 6,Home,Victor Boniface,Holstein Kiel,Y,0.14,0.13,Left Foot,12.0,4,0-0,Timon Weiner,Exequiel Palacios,Exequiel Palacios,Pass (Live),Florian Wirtz,Pass (Live),,Leverkusen,Bundesliga
16,2024-10-05,Matchweek 6,Home,Jonas Hofmann,Holstein Kiel,Y,0.2,0.6,Right Foot,10.0,8,1-0,Timon Weiner,Exequiel Palacios,Exequiel Palacios,Pass (Live),,,,Leverkusen,Bundesliga
17,2024-10-19,Matchweek 7,Home,Robert Andrich,Eint Frankfurt,Y,0.11,0.73,Right Foot,9.0,25,0-1,Kevin Trapp,Martin Terrier,Martin Terrier,Pass (Live),Robert Andrich,Pass (Live),,Leverkusen,Bundesliga
18,2024-10-19,Matchweek 7,Home,Victor Boniface,Eint Frankfurt,Y,0.27,0.96,Head,4.0,71,1-1,Kevin Trapp,,Jeremie Frimpong,Pass (Live),Granit Xhaka,Pass (Live),,Leverkusen,Bundesliga
19,2024-10-26,Matchweek 8,Away,Victor Boniface,Werder Bremen,Y,0.51,0.78,Left Foot,6.0,30,0-0,Michael Zetterer,Jeremie Frimpong,Florian Wirtz,Pass (Live),Granit Xhaka,Pass (Live),,Leverkusen,Bundesliga
20,2024-10-26,Matchweek 8,Away,Felix Agu(OG),Werder Bremen,Y,,,,,77,1-1,Michael Zetterer,,,,,,Own Goal,Leverkusen,Bundesliga
1,2024-08-24,Matchweek 1,Home,Nadiem Amiri,Union Berlin,Y,0.1,0.61,Right Foot,29.0,53,0-0,Frederik Rønnow,,Karim Onisiwo,Fouled,,,,Mainz 05,Bundesliga
2,2024-08-31,Matchweek 2,Away,Nadiem Amiri,Stuttgart,Y,0.79,0.76,Right Foot,13.0,43,0-2,Alexander Nübel,,Jonathan Burkardt,Fouled,Kaishu Sano,Pass (Live),,Mainz 05,Bundesliga
3,2024-08-31,Matchweek 2,Away,Jonathan Burkardt,Stuttgart,Y*,0.25,0.87,Head,5.0,61,1-2,Alexander Nübel,Andreas Hanche-Olsen,Andreas Hanche-Olsen,Pass (Live),Phillipp Mwene,Pass (Live),,Mainz 05,Bundesliga
4,2024-08-31,Matchweek 2,Away,Maxim Leitsch,Stuttgart,N,0.35,0.1,Head,7.0,90+4,2-3,Alexander Nübel,Silvan Widmer,Silvan Widmer,Pass (Live),Phillipp Mwene,Pass (Live),,Mainz 05,Bundesliga
5,2024-09-15,Matchweek 3,Home,Lee Jae-sung,Werder Bremen,Y,0.18,0.57,Left Foot,12.0,27,0-1,Michael Zetterer,,Hong Hyunseok,Pass (Live),Anthony Caci,Pass (Live),,Mainz 05,Bundesliga
6,2024-09-20,Matchweek 4,Away,Armindo Sieb,Augsburg,Y,0.25,0.51,Head,9.0,13,0-0,Nediljko Labrović,,Nadiem Amiri,Pass (Live),Phillipp Mwene,Pass (Dead),,Mainz 05,Bundesliga
7,2024-09-20,Matchweek 4,Away,Jonathan Burkardt,Augsburg,Y*,0.08,0.32,Head,11.0,15,1-0,Nediljko Labrović,Phillipp Mwene,Phillipp Mwene,Pass (Live),Jonathan Burkardt,Pass (Live),,Mainz 05,Bundesliga
8,2024-09-20,Matchweek 4,Away,Jonathan Burkardt,Augsburg,Y*,0.55,0.97,Right Foot,3.0,49,2-1,Nediljko Labrović,Hong Hyunseok,Hong Hyunseok,Shot,,,,Mainz 05,Bundesliga
9,2024-10-05,Matchweek 6,Away,Jonathan Burkardt,St. Pauli,Y*,0.32,0.23,Head,9.0,5,0-0,Nikola Vasilj,Phillipp Mwene,Phillipp Mwene,Pass (Live),,,,Mainz 05,Bundesliga
10,2024-10-05,Matchweek 6,Away,Armindo Sieb,St. Pauli,Y,0.39,0.17,Right Foot,18.0,16,1-0,Nikola Vasilj,Nadiem Amiri,Nadiem Amiri,Pass (Live),,,,Mainz 05,Bundesliga
11,2024-10-05,Matchweek 6,Away,Jonathan Burkardt,St. Pauli,Y*,0.28,0.45,Right Foot,14.0,62,2-0,Nikola Vasilj,Nadiem Amiri,Nadiem Amiri,Pass (Live),Armindo Sieb,Pass (Live),,Mainz 05,Bundesliga
12,2024-10-25,Matchweek 8,Home,Stefan Lainer(OG),Gladbach,Y,,,,,55,0-0,Moritz Nicolas,,,,,,Own Goal,Mainz 05,Bundesliga
1,2024-08-24,Matchweek 1,Home,Antonio Nusa,Bochum,N,0.1,0.18,Right Foot,17.0,59,0-0,Patrick Drewes,,Xavi Simons,Shot,,,Volley,RB Leipzig,Bundesliga
2,2024-08-31,Matchweek 2,Away,Kevin Kampl,Leverkusen,Y,0.45,0.95,Head,6.0,45+7,0-2,Matej Kovar,Benjamin Henrichs,Benjamin Henrichs,Pass (Live),Lukas Klostermann,Pass (Live),,RB Leipzig,Bundesliga
3,2024-08-31,Matchweek 2,Away,Loïs Openda,Leverkusen,Y,0.12,0.1,Right Foot,10.0,57,1-2,Matej Kovar,Benjamin Šeško,Benjamin Šeško,Pass (Live),Nicolas Seiwald,Pass (Live),,RB Leipzig,Bundesliga
4,2024-08-31,Matchweek 2,Away,Loïs Openda,Leverkusen,Y,0.01,0.04,Right Foot,31.0,80,2-2,Matej Kovar,Antonio Nusa,Antonio Nusa,Pass (Live),Xavi Simons,Pass (Live),,RB Leipzig,Bundesliga
5,2024-09-28,Matchweek 5,Home,Benjamin Šeško,Augsburg,Y,0.03,0.17,Right Foot,29.0,10,0-0,Nediljko Labrović,Loïs Openda,Benjamin Šeško,Take-On,Loïs Openda,Pass (Live),,RB Leipzig,Bundesliga
6,2024-09-28,Matchweek 5,Home,Benjamin Šeško,Augsburg,Y,0.24,0.78,Head,9.0,15,1-0,Nediljko Labrović,David Raum,David Raum,Pass (Live),Nicolas Seiwald,Pass (Live),,RB Leipzig,Bundesliga
7,2024-09-28,Matchweek 5,Home,Loïs Openda,Augsburg,Y,0.56,0.8,Right Foot,16.0,46,2-0,Nediljko Labrović,Xavi Simons,Xavi Simons,Pass (Live),Castello Lukeba,Pass (Live),,RB Leipzig,Bundesliga
8,2024-09-28,Matchweek 5,Home,Xavi Simons,Augsburg,Y,0.09,0.65,Right Foot,13.0,57,3-0,Nediljko Labrović,Benjamin Šeško,Benjamin Šeško,Shot,,,Volley,RB Leipzig,Bundesliga
9,2024-10-06,Matchweek 6,Away,Loïs Openda,Heidenheim,Y,0.07,0.1,Right Foot,14.0,59,0-0,Kevin Müller,Antonio Nusa,Antonio Nusa,Pass (Live),Lukas Klostermann,Pass (Live),,RB Leipzig,Bundesliga
10,2024-10-19,Matchweek 7,Away,Xavi Simons,Mainz 05,Y,0.21,0.14,Right Foot,15.0,20,0-0,Robin Zentner,Amadou Haidara,Amadou Haidara,Pass (Live),Willi Orban,Pass (Live),,RB Leipzig,Bundesliga
11,2024-10-19,Matchweek 7,Away,Willi Orban,Mainz 05,Y*,0.37,0.79,Right Foot,4.0,37,1-0,Robin Zentner,,Loïs Openda,Shot,,,,RB Leipzig,Bundesliga
12,2024-10-26,Matchweek 8,Home,Willi Orban,Freiburg,Y*,0.32,0.94,Right Foot,4.0,47,0-1,Noah Atubolu,Benjamin Henrichs,Benjamin Henrichs,Pass (Live),Amadou Haidara,Pass (Live),Deflected,RB Leipzig,Bundesliga
13,2024-10-26,Matchweek 8,Home,Lutsharel Geertruida,Freiburg,Y,0.28,0.28,Right Foot,10.0,58,1-1,Noah Atubolu,,Christoph Baumgartner,Pass (Live),Christoph Baumgartner,Take-On,,RB Leipzig,Bundesliga
14,2024-10-26,Matchweek 8,Home,Loïs Openda,Freiburg,Y,0.41,0.97,Right Foot,13.0,78,2-1,Noah Atubolu,André Silva,André Silva,Pass (Live),Christoph Baumgartner,Pass (Live),,RB Leipzig,Bundesliga
1,2024-09-15,Matchweek 3,Away,Carlo Boukhalfa,Augsburg,Y,0.06,0.16,Head,11.0,74,0-2,Nediljko Labrović,Elias Saad,Elias Saad,Pass (Live),Philipp Treu,Pass (Dead),,St. Pauli,Bundesliga
2,2024-09-28,Matchweek 5,Away,Elias Saad,Freiburg,Y,0.26,0.67,Left Foot,12.0,12,0-0,Noah Atubolu,Johannes Eggestein,Elias Saad,Take-On,Manolis Saliakas,Pass (Live),,St. Pauli,Bundesliga
3,2024-09-28,Matchweek 5,Away,Oladapo Afolayan,Freiburg,Y,0.25,0.53,Left Foot,12.0,45,1-0,Noah Atubolu,Elias Saad,Elias Saad,Shot,,,,St. Pauli,Bundesliga
4,2024-09-28,Matchweek 5,Away,Elias Saad,Freiburg,Y,0.18,0.25,Right Foot,14.0,72,2-0,Noah Atubolu,Jackson Irvine,Elias Saad,Take-On,,,,St. Pauli,Bundesliga
5,2024-10-18,Matchweek 7,Away,Eric Smith,Dortmund,Y,0.03,0.1,Right Foot,30.0,78,0-1,Gregor Kobel,,Scott Banks,Shot,,,,St. Pauli,Bundesliga
1,2024-08-24,Matchweek 1,Away,Ermedin Demirović,Freiburg,Y,0.08,0.88,Right Foot,11.0,2,0-0,Florian Müller,,,,,,Volley,Stuttgart,Bundesliga
2,2024-08-31,Matchweek 2,Home,Enzo Millot,Mainz 05,Y,0.98,1.0,Left Foot,3.0,8,0-0,Robin Zentner,,Chris Führich,Shot,,,,Stuttgart,Bundesliga
3,2024-08-31,Matchweek 2,Home,Jamie Leweling,Mainz 05,Y,0.1,0.66,Right Foot,14.0,15,1-0,Robin Zentner,Alexander Nübel,Alexander Nübel,Pass (Live),,,,Stuttgart,Bundesliga
4,2024-08-31,Matchweek 2,Home,Fabian Rieder,Mainz 05,N,0.08,0.08,Left Foot,26.0,87,2-2,Robin Zentner,,,Fouled,Atakan Karazor,Shot,,Stuttgart,Bundesliga
5,2024-09-14,Matchweek 3,Away,Deniz Undav,Gladbach,Y,0.55,0.82,Right Foot,8.0,21,0-0,Jonas Omlin,,Jamie Leweling,Shot,,,,Stuttgart,Bundesliga
6,2024-09-14,Matchweek 3,Away,Ermedin Demirović,Gladbach,Y,0.52,0.98,Left Foot,3.0,57,1-1,Jonas Omlin,Fabian Rieder,Fabian Rieder,Pass (Live),Fabian Rieder,Take-On,,Stuttgart,Bundesliga
7,2024-09-14,Matchweek 3,Away,Ermedin Demirović,Gladbach,Y,0.2,0.76,Head,3.0,61,2-1,Jonas Omlin,Fabian Rieder,Fabian Rieder,Pass (Dead),Deniz Undav,Shot,,Stuttgart,Bundesliga
8,2024-09-22,Matchweek 4,Home,Deniz Undav,Dortmund,Y,0.07,0.4,Left Foot,12.0,4,0-0,Gregor Kobel,Maximilian Mittelstädt,Maximilian Mittelstädt,Pass (Live),Ermedin Demirović,Pass (Live),,Stuttgart,Bundesliga
9,2024-09-22,Matchweek 4,Home,Ermedin Demirović,Dortmund,Y,0.06,0.39,Head,14.0,21,1-0,Gregor Kobel,Maximilian Mittelstädt,Maximilian Mittelstädt,Pass (Live),Jamie Leweling,Pass (Live),,Stuttgart,Bundesliga
10,2024-09-22,Matchweek 4,Home,Enzo Millot,Dortmund,Y,0.47,0.76,Left Foot,4.0,62,2-0,Gregor Kobel,Atakan Karazor,Atakan Karazor,Pass (Live),Maximilian Mittelstädt,Pass (Live),,Stuttgart,Bundesliga
11,2024-09-22,Matchweek 4,Home,El Bilal Touré,Dortmund,N,0.74,0.97,Right Foot,8.0,80,3-1,Gregor Kobel,Enzo Millot,Enzo Millot,Pass (Live),Enzo Millot,Take-On,Deflected,Stuttgart,Bundesliga
12,2024-09-22,Matchweek 4,Home,Deniz Undav,Dortmund,Y,0.18,0.66,Left Foot,13.0,90,4-1,Gregor Kobel,Enzo Millot,Enzo Millot,Pass (Live),,,Deflected,Stuttgart,Bundesliga
13,2024-09-28,Matchweek 5,Away,Enzo Millot,Wolfsburg,Y,0.39,0.96,Left Foot,9.0,32,0-1,Kamil Grabara,,Enzo Millot,Shot,,,,Stuttgart,Bundesliga
14,2024-09-28,Matchweek 5,Away,Deniz Undav,Wolfsburg,N,0.14,0.55,Right Foot,7.0,90+7,1-2,Kamil Grabara,Maximilian Mittelstädt,Maximilian Mittelstädt,Pass (Live),Chris Führich,Pass (Live),Volley,Stuttgart,Bundesliga
15,2024-10-06,Matchweek 6,Home,Ermedin Demirović,Hoffenheim,N,0.73,0.98,Right Foot,9.0,90+9,0-1,Oliver Baumann,,Ermedin Demirović,Shot,,,,Stuttgart,Bundesliga
16,2024-10-26,Matchweek 8,Home,Deniz Undav,Holstein Kiel,Y*,0.7,0.51,Right Foot,16.0,19,0-0,Timon Weiner,El Bilal Touré,El Bilal Touré,Pass (Live),,,,Stuttgart,Bundesliga
17,2024-10-26,Matchweek 8,Home,El Bilal Touré,Holstein Kiel,Y,0.04,0.28,Right Foot,30.0,61,1-0,Timon Weiner,Julian Chabot,Julian Chabot,Pass (Live),,,,Stuttgart,Bundesliga
1,2024-08-24,Matchweek 1,Away,László Bénes,Mainz 05,N,0.06,0.51,Right Foot,23.0,74,0-1,Robin Zentner,Tim Skarke,Tim Skarke,Pass (Live),Robin Gosens,Pass (Live),,Union Berlin,Bundesliga
2,2024-08-30,Matchweek 2,Home,Benedict Hollerbach,St. Pauli,Y,0.05,0.12,Right Foot,22.0,34,0-0,Nikola Vasilj,,Lucas Tousart,Shot,,,Deflected,Union Berlin,Bundesliga
3,2024-09-21,Matchweek 4,Home,Tom Rothe,Hoffenheim,Y,0.09,0.63,Left Foot,9.0,4,0-0,Oliver Baumann,Jordan Pefok,András Schäfer,Pass (Live),Jeong Woo-yeong,Pass (Dead),Volley,Union Berlin,Bundesliga
4,2024-09-21,Matchweek 4,Home,Jeong Woo-yeong,Hoffenheim,Y,0.66,0.93,Right Foot,8.0,6,1-0,Oliver Baumann,,Jeong Woo-yeong,Take-On,Tom Rothe,Shot,,Union Berlin,Bundesliga
5,2024-10-05,Matchweek 6,Home,Kevin Vogt,Dortmund,Y,0.79,0.85,Right Foot,13.0,26,0-0,Gregor Kobel,,Benedict Hollerbach,Fouled,Aljoscha Kemlein,Pass (Live),,Union Berlin,Bundesliga
6,2024-10-05,Matchweek 6,Home,Yorbe Vertessen,Dortmund,Y,0.02,0.04,Right Foot,21.0,45,1-0,Gregor Kobel,Diogo Leite,Rani Khedira,Pass (Live),Aljoscha Kemlein,Tackle,,Union Berlin,Bundesliga
7,2024-10-20,Matchweek 7,Away,Aljoscha Kemlein,Holstein Kiel,Y,0.35,0.82,Head,8.0,18,0-0,Timon Weiner,Tom Rothe,Tom Rothe,Pass (Live),Benedict Hollerbach,Pass (Live),,Union Berlin,Bundesliga
8,2024-10-20,Matchweek 7,Away,Tom Rothe,Holstein Kiel,Y,0.05,0.42,Head,10.0,89,1-0,Timon Weiner,László Bénes,László Bénes,Pass (Dead),Danilho Doekhi,Shot,,Union Berlin,Bundesliga
9,2024-10-27,Matchweek 8,Home,Benedict Hollerbach,Eint Frankfurt,Y,0.46,0.81,Left Foot,16.0,66,0-1,Kevin Trapp,Robert Skov,Robert Skov,Pass (Live),Robert Skov,Take-On,,Union Berlin,Bundesliga
1,2024-08-24,Matchweek 1,Away,Felix Agu,Augsburg,Y,0.06,0.06,Right Foot,12.0,12,0-0,Nediljko Labrović,Mitchell Weiser,Mitchell Weiser,Pass (Live),Niklas Stark,Pass (Live),,Werder Bremen,Bundesliga
2,2024-08-24,Matchweek 1,Away,Justin Njinmah,Augsburg,N,0.2,0.24,Head,3.0,58,1-2,Nediljko Labrović,Mitchell Weiser,Mitchell Weiser,Pass (Live),Felix Agu,Pass (Live),,Werder Bremen,Bundesliga
3,2024-09-15,Matchweek 3,Away,Marvin Ducksch,Mainz 05,Y,0.79,0.99,Right Foot,13.0,8,0-0,Robin Zentner,,Justin Njinmah,Fouled,Anthony Jung,Pass (Live),,Werder Bremen,Bundesliga
4,2024-09-15,Matchweek 3,Away,Derrick Köhn,Mainz 05,N,0.32,0.64,Left Foot,10.0,69,1-1,Robin Zentner,Romano Schmid,Romano Schmid,Pass (Live),Jens Stage,Pass (Live),,Werder Bremen,Bundesliga
5,2024-09-29,Matchweek 5,Away,Julián Malatini,Hoffenheim,Y,0.08,0.74,Left Foot,10.0,21,0-3,Oliver Baumann,Niklas Stark,Marvin Ducksch,Pass (Live),Romano Schmid,Pass (Live),,Werder Bremen,Bundesliga
6,2024-09-29,Matchweek 5,Away,Jens Stage,Hoffenheim,Y,0.18,0.85,Head,7.0,26,1-3,Oliver Baumann,Marvin Ducksch,Marvin Ducksch,Pass (Live),Romano Schmid,Pass (Live),,Werder Bremen,Bundesliga
7,2024-09-29,Matchweek 5,Away,Jens Stage,Hoffenheim,Y,0.64,0.96,Left Foot,3.0,39,2-3,Oliver Baumann,,,,,,Volley,Werder Bremen,Bundesliga
8,2024-09-29,Matchweek 5,Away,Jens Stage,Hoffenheim,Y,0.26,0.66,Head,9.0,49,3-3,Oliver Baumann,Mitchell Weiser,Mitchell Weiser,Pass (Live),Jens Stage,Pass (Live),,Werder Bremen,Bundesliga
9,2024-10-20,Matchweek 7,Away,Mitchell Weiser,Wolfsburg,Y,0.4,0.8,Left Foot,4.0,45+5,0-1,Kamil Grabara,Marvin Ducksch,Marvin Ducksch,Pass (Live),,,Volley,Werder Bremen,Bundesliga
10,2024-10-20,Matchweek 7,Away,Felix Agu,Wolfsburg,Y,0.23,0.27,Right Foot,13.0,51,1-1,Kamil Grabara,,Marco Grüll,Shot,,,,Werder Bremen,Bundesliga
11,2024-10-20,Matchweek 7,Away,Marvin Ducksch,Wolfsburg,Y,0.08,0.81,Right Foot,15.0,67,2-1,Kamil Grabara,Mitchell Weiser,Mitchell Weiser,Pass (Live),Julián Malatini,Pass (Live),Volley,Werder Bremen,Bundesliga
