Rk,Date,Round,Venue,Scorer,Opponent,Start,xG,PSxG,Body Part,Distance,Minute,Score,Goalkeeper,Assist,GCA1,Type,GCA2,Type.1,Notes,Team,League
17,2024-09-30,Matchweek 8,Home,Alex Baena,Las Palmas,N,0.13,0.27,Right Foot,15.0,90+7,2-1,Dinko Horkaš,Santi Comesaña,Santi Comesaña,Tackle,,,,Villarreal,Laliga
18,2024-10-20,Matchweek 10,Home,Santi Comesaña,Getafe,Y,0.23,0.62,Left Foot,9.0,44,0-0,David Soria,Thierno Barry,Sergi Cardona,Pass (Live),Daniel Parejo,Pass (Live),,Villarreal,Laliga
19,2024-10-26,Matchweek 11,Away,Thierno Barry,Valladolid,Y,0.26,0.94,Head,5.0,29,0-0,Karl Jakob Hein,Kiko Femenía,Kiko Femenía,Pass (Live),Santi Comesaña,Pass (Live),,Villarreal,Laliga
20,2024-10-26,Matchweek 11,Away,Ayoze Pérez,Valladolid,N,0.53,0.95,Head,4.0,84,1-1,Karl Jakob Hein,,Nicolas Pépé,Pass (Live),Yeremi Pino,Pass (Live),,Villarreal,Laliga
1,2024-08-24,Matchweek 1,Home,Elvis Rexhbeçaj,Werder Bremen,Y,0.02,0.51,Right Foot,33.0,16,0-1,Michael Zetterer,Phillip Tietz,Phillip Tietz,Pass (Live),Tim Breithaupt,Pass (Live),,Augsburg,Bundesliga
2,2024-08-24,Matchweek 1,Home,Samuel Essende,Werder Bremen,Y,0.38,0.7,Head,8.0,35,1-1,Michael Zetterer,Tim Breithaupt,Tim Breithaupt,Pass (Live),Elvis Rexhbeçaj,Pass (Live),,Augsburg,Bundesliga
3,2024-09-15,Matchweek 3,Home,Marius Wolf,St. Pauli,Y,0.06,0.55,Left Foot,14.0,47,0-0,Nikola Vasilj,,Marius Wolf,Take-On,Marius Wolf,Pass (Live),,Augsburg,Bundesliga
4,2024-09-15,Matchweek 3,Home,Phillip Tietz,St. Pauli,N,0.29,0.7,Left Foot,9.0,66,1-0,Nikola Vasilj,Frank Onyeka,Frank Onyeka,Pass (Live),Samuel Essende,Pass (Live),Volley,Augsburg,Bundesliga
5,2024-09-15,Matchweek 3,Home,Yusuf Kabadayı,St. Pauli,N,0.5,0.36,Left Foot,16.0,90+6,2-1,Nikola Vasilj,Kristijan Jakić,,,,,,Augsburg,Bundesliga
6,2024-09-20,Matchweek 4,Home,Keven Schlotterbeck,Mainz 05,Y,0.09,0.13,Left Foot,8.0,25,0-2,Robin Zentner,Jeffrey Gouweleeuw,Jeffrey Gouweleeuw,Pass (Live),Marius Wolf,Pass (Dead),,Augsburg,Bundesliga
7,2024-09-20,Matchweek 4,Home,Samuel Essende,Mainz 05,Y,0.39,0.92,Head,6.0,57,1-3,Robin Zentner,Dimitris Giannoulis,Dimitris Giannoulis,Pass (Live),Elvis Rexhbeçaj,Pass (Live),,Augsburg,Bundesliga
8,2024-10-04,Matchweek 6,Home,Keven Schlotterbeck,Gladbach,Y,0.07,0.06,Right Foot,13.0,38,0-0,Moritz Nicolas,,Dimitris Giannoulis,Shot,,,Volley,Augsburg,Bundesliga
9,2024-10-04,Matchweek 6,Home,Alexis Claude-Maurice,Gladbach,N,0.22,0.31,Right Foot,16.0,65,1-0,Moritz Nicolas,,Kristijan Jakić,Pass (Live),,,Deflected,Augsburg,Bundesliga
10,2024-10-19,Matchweek 7,Away,Phillip Tietz,Freiburg,Y,0.08,0.67,Right Foot,16.0,65,0-3,Noah Atubolu,Alexis Claude-Maurice,Alexis Claude-Maurice,Pass (Live),Arne Maier,Pass (Live),,Augsburg,Bundesliga
11,2024-10-26,Matchweek 8,Home,Alexis Claude-Maurice,Dortmund,Y,0.04,0.32,Right Foot,29.0,25,0-1,Gregor Kobel,Marius Wolf,Marius Wolf,Pass (Live),Jeffrey Gouweleeuw,Tackle,Deflected,Augsburg,Bundesliga
12,2024-10-26,Matchweek 8,Home,Alexis Claude-Maurice,Dortmund,Y,0.05,0.35,Right Foot,19.0,50,1-1,Gregor Kobel,,Kristijan Jakić,Pass (Live),Keven Schlotterbeck,Pass (Live),,Augsburg,Bundesliga
1,2024-08-25,Matchweek 1,Away,Jamal Musiala,Wolfsburg,Y,0.93,0.96,Right Foot,6.0,19,0-0,Kamil Grabara,Sacha Boey,Sacha Boey,Pass (Live),Sacha Boey,Take-On,,Bayern Munich,Bundesliga
2,2024-08-25,Matchweek 1,Away,Jakub Kamiński(OG),Wolfsburg,Y,,,,,65,1-2,Kamil Grabara,,,,,,Own Goal,Bayern Munich,Bundesliga
3,2024-08-25,Matchweek 1,Away,Serge Gnabry,Wolfsburg,Y,0.32,0.76,Right Foot,7.0,82,2-2,Kamil Grabara,Harry Kane,Harry Kane,Pass (Live),Thomas Müller,Pass (Live),,Bayern Munich,Bundesliga
4,2024-09-01,Matchweek 2,Home,Harry Kane,Freiburg,Y,0.79,0.72,Right Foot,13.0,38,0-0,Florian Müller,,,Fouled,Harry Kane,Shot,,Bayern Munich,Bundesliga
5,2024-09-01,Matchweek 2,Home,Thomas Müller,Freiburg,N,0.2,0.7,Left Foot,10.0,78,1-0,Florian Müller,Serge Gnabry,Thomas Müller,Take-On,Serge Gnabry,Pass (Live),Volley,Bayern Munich,Bundesliga
6,2024-09-14,Matchweek 3,Away,Jamal Musiala,Holstein Kiel,Y,0.2,0.71,Right Foot,18.0,1,0-0,Timon Weiner,Harry Kane,Harry Kane,Pass (Live),,,,Bayern Munich,Bundesliga
7,2024-09-14,Matchweek 3,Away,Harry Kane,Holstein Kiel,Y,0.04,0.15,Right Foot,18.0,7,1-0,Timon Weiner,Serge Gnabry,Serge Gnabry,Interception,,,,Bayern Munich,Bundesliga
8,2024-09-14,Matchweek 3,Away,Nicolai Remberg(OG),Holstein Kiel,Y,,,,,13,2-0,Timon Weiner,,,,,,Own Goal,Bayern Munich,Bundesliga
9,2024-09-14,Matchweek 3,Away,Harry Kane,Holstein Kiel,Y,0.07,0.31,Right Foot,22.0,43,3-0,Timon Weiner,Kingsley Coman,Kingsley Coman,Pass (Live),Kim Min-jae,Pass (Live),,Bayern Munich,Bundesliga
10,2024-09-14,Matchweek 3,Away,Michael Olise,Holstein Kiel,N,0.08,0.3,Left Foot,15.0,65,4-0,Timon Weiner,,Alphonso Davies,Shot,,,Deflected,Bayern Munich,Bundesliga
11,2024-09-14,Matchweek 3,Away,Harry Kane,Holstein Kiel,Y,0.79,0.92,Right Foot,13.0,90+1,5-1,Timon Weiner,,Harry Kane,Fouled,Thomas Müller,Pass (Live),,Bayern Munich,Bundesliga
12,2024-09-21,Matchweek 4,Away,Michael Olise,Werder Bremen,Y,0.6,0.76,Left Foot,11.0,23,0-0,Michael Zetterer,Harry Kane,Harry Kane,Pass (Live),,,,Bayern Munich,Bundesliga
13,2024-09-21,Matchweek 4,Away,Jamal Musiala,Werder Bremen,Y,0.71,0.9,Right Foot,5.0,32,1-0,Michael Zetterer,Michael Olise,Michael Olise,Pass (Live),Michael Olise,Take-On,,Bayern Munich,Bundesliga
14,2024-09-21,Matchweek 4,Away,Harry Kane,Werder Bremen,Y,0.07,0.16,Right Foot,17.0,57,2-0,Michael Zetterer,Michael Olise,Michael Olise,Pass (Live),Harry Kane,Pass (Live),,Bayern Munich,Bundesliga
15,2024-09-21,Matchweek 4,Away,Michael Olise,Werder Bremen,Y,0.11,0.77,Left Foot,17.0,60,3-0,Michael Zetterer,,,,,,,Bayern Munich,Bundesliga
16,2024-09-21,Matchweek 4,Away,Serge Gnabry,Werder Bremen,N,0.04,0.65,Right Foot,13.0,65,4-0,Michael Zetterer,Harry Kane,Serge Gnabry,Take-On,Harry Kane,Pass (Live),,Bayern Munich,Bundesliga
17,2024-09-28,Matchweek 5,Home,Aleksandar Pavlovic,Leverkusen,Y,0.02,0.14,Right Foot,30.0,39,0-1,Lukáš Hrádecký,,Joshua Kimmich,Pass (Live),Raphaël Guerreiro,Pass (Live),Volley,Bayern Munich,Bundesliga
18,2024-10-06,Matchweek 6,Away,Kim Min-jae,Eint Frankfurt,Y,0.13,0.65,Right Foot,9.0,15,0-0,Kauã Santos,Thomas Müller,Thomas Müller,Pass (Live),Serge Gnabry,Pass (Live),Deflected,Bayern Munich,Bundesliga
19,2024-10-06,Matchweek 6,Away,Dayot Upamecano,Eint Frankfurt,Y,0.23,0.36,Right Foot,8.0,38,1-2,Kauã Santos,,Michael Olise,Shot,,,,Bayern Munich,Bundesliga
20,2024-10-06,Matchweek 6,Away,Michael Olise,Eint Frankfurt,Y,0.1,0.81,Left Foot,17.0,53,2-2,Kauã Santos,Harry Kane,Harry Kane,Pass (Live),Raphaël Guerreiro,Pass (Live),,Bayern Munich,Bundesliga
21,2024-10-19,Matchweek 7,Home,Harry Kane,Stuttgart,Y,0.02,0.04,Right Foot,32.0,57,0-0,Alexander Nübel,Joshua Kimmich,Joshua Kimmich,Pass (Live),Joshua Kimmich,Take-On,,Bayern Munich,Bundesliga
22,2024-10-19,Matchweek 7,Home,Harry Kane,Stuttgart,Y,0.19,0.86,Right Foot,8.0,60,1-0,Alexander Nübel,,Harry Kane,Take-On,Harry Kane,Shot,Deflected,Bayern Munich,Bundesliga
23,2024-10-19,Matchweek 7,Home,Harry Kane,Stuttgart,Y,0.44,0.5,Left Foot,8.0,80,2-0,Alexander Nübel,,João Palhinha,Shot,,,,Bayern Munich,Bundesliga
24,2024-10-19,Matchweek 7,Home,Kingsley Coman,Stuttgart,N,0.14,0.89,Right Foot,11.0,89,3-0,Alexander Nübel,,Leroy Sané,Pass (Live),Thomas Müller,Pass (Live),,Bayern Munich,Bundesliga
25,2024-10-27,Matchweek 8,Away,Michael Olise,Bochum,Y,0.16,0.86,Left Foot,25.0,16,0-0,Patrick Drewes,,Harry Kane,Fouled,Alphonso Davies,Pass (Live),,Bayern Munich,Bundesliga
26,2024-10-27,Matchweek 8,Away,Jamal Musiala,Bochum,Y,0.17,0.17,Head,3.0,26,1-0,Patrick Drewes,Joshua Kimmich,Joshua Kimmich,Pass (Dead),Michael Olise,Fouled,,Bayern Munich,Bundesliga
27,2024-10-27,Matchweek 8,Away,Harry Kane,Bochum,Y,0.18,0.84,Left Foot,14.0,57,2-0,Patrick Drewes,Jamal Musiala,Jamal Musiala,Pass (Live),Jamal Musiala,Take-On,,Bayern Munich,Bundesliga
28,2024-10-27,Matchweek 8,Away,Leroy Sané,Bochum,N,0.07,0.76,Left Foot,22.0,65,3-0,Patrick Drewes,,Leroy Sané,Interception,,,,Bayern Munich,Bundesliga
29,2024-10-27,Matchweek 8,Away,Kingsley Coman,Bochum,Y,0.02,0.25,Right Foot,23.0,71,4-0,Patrick Drewes,Alphonso Davies,Alphonso Davies,Pass (Live),Mathys Tel,Pass (Live),,Bayern Munich,Bundesliga
1,2024-09-14,Matchweek 3,Away,Myron Boadu,Freiburg,Y,0.35,0.97,Right Foot,6.0,45,0-0,Noah Atubolu,,Maximilian Wittek,Shot,,,,Bochum,Bundesliga
2,2024-09-21,Matchweek 4,Home,Matúš Bero,Holstein Kiel,Y,0.16,0.85,Right Foot,10.0,22,0-1,Timon Weiner,Myron Boadu,Myron Boadu,Pass (Live),Ibrahima Sissoko,Pass (Live),,Bochum,Bundesliga
3,2024-09-21,Matchweek 4,Home,Lukas Daschner,Holstein Kiel,Y,0.14,0.5,Right Foot,11.0,35,1-1,Timon Weiner,Philipp Hofmann,Philipp Hofmann,Pass (Live),Maximilian Wittek,Pass (Live),,Bochum,Bundesliga
4,2024-09-27,Matchweek 5,Away,Matúš Bero,Dortmund,Y,0.08,0.72,Left Foot,16.0,16,0-0,Gregor Kobel,Philipp Hofmann,Philipp Hofmann,Pass (Live),Matúš Bero,Pass (Live),,Bochum,Bundesliga
5,2024-09-27,Matchweek 5,Away,Dani de Wit,Dortmund,Y,0.31,0.97,Right Foot,17.0,21,1-0,Gregor Kobel,,,,,,,Bochum,Bundesliga
6,2024-10-05,Matchweek 6,Home,Myron Boadu,Wolfsburg,Y,0.38,0.97,Left Foot,3.0,72,0-2,Kamil Grabara,Moritz Broschinski,Moritz Broschinski,Pass (Live),Felix Passlack,Pass (Live),,Bochum,Bundesliga
7,2024-10-19,Matchweek 7,Away,Cristian Gamboa,Hoffenheim,N,0.05,0.31,Right Foot,17.0,76,0-2,Oliver Baumann,Lukas Daschner,Lukas Daschner,Pass (Live),Maximilian Wittek,Pass (Live),,Bochum,Bundesliga
1,2024-08-24,Matchweek 1,Home,Jamie Gittens,Eint Frankfurt,N,0.04,0.48,Right Foot,14.0,72,0-0,Kevin Trapp,Pascal Groß,Jamie Gittens,Take-On,Pascal Groß,Pass (Live),,Dortmund,Bundesliga
2,2024-08-24,Matchweek 1,Home,Jamie Gittens,Eint Frankfurt,N,0.43,0.46,Left Foot,14.0,90+3,1-0,Kevin Trapp,Ramy Bensebaini,Jamie Gittens,Take-On,Ramy Bensebaini,Pass (Live),,Dortmund,Bundesliga
3,2024-09-13,Matchweek 3,Home,Donyell Malen,Heidenheim,Y,0.13,0.14,Right Foot,20.0,11,0-0,Kevin Müller,Karim Adeyemi,Karim Adeyemi,Pass (Live),Pascal Groß,Pass (Live),,Dortmund,Bundesliga
4,2024-09-13,Matchweek 3,Home,Karim Adeyemi,Heidenheim,Y,0.26,0.54,Right Foot,12.0,17,1-0,Kevin Müller,Julian Brandt,Julian Brandt,Pass (Live),Donyell Malen,Pass (Live),Deflected,Dortmund,Bundesliga
5,2024-09-13,Matchweek 3,Home,Karim Adeyemi,Heidenheim,Y,0.17,0.13,Right Foot,16.0,41,2-1,Kevin Müller,Julian Ryerson,Julian Ryerson,Pass (Live),Julian Ryerson,Take-On,,Dortmund,Bundesliga
6,2024-09-13,Matchweek 3,Home,Emre Can,Heidenheim,N,0.79,0.74,Right Foot,13.0,90+3,3-2,Kevin Müller,,,Fouled,Maximilian Beier,Shot,,Dortmund,Bundesliga
7,2024-09-22,Matchweek 4,Away,Serhou Guirassy,Stuttgart,Y,0.24,0.26,Right Foot,12.0,75,0-3,Alexander Nübel,Jamie Gittens,Jamie Gittens,Pass (Live),,,,Dortmund,Bundesliga
8,2024-09-27,Matchweek 5,Home,Serhou Guirassy,Bochum,Y,0.18,0.42,Head,7.0,44,0-2,Patrick Drewes,Julian Brandt,Julian Brandt,Pass (Live),Yan Couto,Pass (Live),,Dortmund,Bundesliga
9,2024-09-27,Matchweek 5,Home,Emre Can,Bochum,Y*,0.79,0.99,Right Foot,13.0,62,1-2,Patrick Drewes,,Serhou Guirassy,Fouled,Pascal Groß,Pass (Live),,Dortmund,Bundesliga
10,2024-09-27,Matchweek 5,Home,Serhou Guirassy,Bochum,Y,0.39,0.22,Left Foot,10.0,75,2-2,Patrick Drewes,Karim Adeyemi,Karim Adeyemi,Pass (Live),Serhou Guirassy,Pass (Live),,Dortmund,Bundesliga
11,2024-09-27,Matchweek 5,Home,Felix Nmecha,Bochum,N,0.08,0.09,Right Foot,21.0,81,3-2,Patrick Drewes,Karim Adeyemi,Felix Nmecha,Take-On,Karim Adeyemi,Pass (Live),,Dortmund,Bundesliga
12,2024-10-05,Matchweek 6,Away,Julian Ryerson,Union Berlin,Y,0.06,0.33,Right Foot,16.0,62,0-2,Frederik Rønnow,Julian Brandt,Julian Brandt,Pass (Live),Emre Can,Pass (Live),,Dortmund,Bundesliga
13,2024-10-18,Matchweek 7,Home,Ramy Bensebaini,St. Pauli,Y,0.03,0.28,Head,15.0,43,0-0,Nikola Vasilj,,Waldemar Anton,Pass (Live),Marcel Sabitzer,Pass (Live),,Dortmund,Bundesliga
14,2024-10-18,Matchweek 7,Home,Serhou Guirassy,St. Pauli,Y,0.25,0.95,Head,6.0,83,1-1,Nikola Vasilj,Jamie Gittens,Jamie Gittens,Pass (Live),Jamie Gittens,Take-On,,Dortmund,Bundesliga
15,2024-10-26,Matchweek 8,Away,Donyell Malen,Augsburg,Y,0.52,0.79,Left Foot,14.0,4,0-0,Nediljko Labrović,Serhou Guirassy,Serhou Guirassy,Pass (Live),Donyell Malen,Pass (Live),,Dortmund,Bundesliga
1,2024-08-31,Matchweek 2,Home,Hugo Ekitike,Hoffenheim,Y,0.96,0.99,Left Foot,3.0,24,0-0,Oliver Baumann,Omar Marmoush,Hugo Ekitike,Take-On,Omar Marmoush,Pass (Live),,Eint Frankfurt,Bundesliga
2,2024-08-31,Matchweek 2,Home,Hugo Larsson,Hoffenheim,Y,0.53,0.85,Right Foot,11.0,33,1-0,Oliver Baumann,Hugo Ekitike,Hugo Ekitike,Pass (Live),Omar Marmoush,Pass (Live),,Eint Frankfurt,Bundesliga
3,2024-08-31,Matchweek 2,Home,Omar Marmoush,Hoffenheim,Y,0.23,0.3,Right Foot,11.0,56,2-1,Oliver Baumann,Mario Götze,Mario Götze,Pass (Live),Kevin Trapp,Pass (Live),,Eint Frankfurt,Bundesliga
4,2024-09-14,Matchweek 3,Away,Omar Marmoush,Wolfsburg,Y,0.9,0.99,Right Foot,5.0,30,0-0,Kamil Grabara,Hugo Ekitike,Omar Marmoush,Take-On,Hugo Ekitike,Pass (Live),,Eint Frankfurt,Bundesliga
5,2024-09-14,Matchweek 3,Away,Omar Marmoush,Wolfsburg,Y,0.79,0.92,Right Foot,13.0,82,1-1,Kamil Grabara,,,Fouled,Fares Chaïbi,Pass (Dead),,Eint Frankfurt,Bundesliga
6,2024-09-21,Matchweek 4,Home,Hugo Larsson,Gladbach,Y,0.54,0.7,Right Foot,8.0,30,0-0,Moritz Nicolas,Ansgar Knauff,Ansgar Knauff,Shot,,,,Eint Frankfurt,Bundesliga
7,2024-09-21,Matchweek 4,Home,Omar Marmoush,Gladbach,Y,0.34,0.68,Right Foot,9.0,80,1-0,Moritz Nicolas,Jean Mattéo Bahoya,Omar Marmoush,Take-On,Jean Mattéo Bahoya,Pass (Live),,Eint Frankfurt,Bundesliga
8,2024-09-29,Matchweek 5,Away,Omar Marmoush,Holstein Kiel,Y,0.07,0.12,Left Foot,14.0,25,0-0,Timon Weiner,Tuta,Tuta,Pass (Live),,,,Eint Frankfurt,Bundesliga
9,2024-09-29,Matchweek 5,Away,Igor Matanovic,Holstein Kiel,Y,0.07,0.04,Head,9.0,47,1-1,Timon Weiner,Omar Marmoush,Omar Marmoush,Pass (Dead),Omar Marmoush,Shot,,Eint Frankfurt,Bundesliga
10,2024-09-29,Matchweek 5,Away,Omar Marmoush,Holstein Kiel,Y,0.08,0.26,Right Foot,12.0,65,2-2,Timon Weiner,,,,,,Deflected,Eint Frankfurt,Bundesliga
11,2024-09-29,Matchweek 5,Away,Tuta,Holstein Kiel,Y,0.23,0.59,Right Foot,9.0,74,3-2,Timon Weiner,Omar Marmoush,Omar Marmoush,Pass (Live),Rasmus Kristensen,Pass (Live),,Eint Frankfurt,Bundesliga
12,2024-10-06,Matchweek 6,Home,Omar Marmoush,Bayern Munich,Y,0.18,0.73,Right Foot,17.0,22,0-1,Manuel Neuer,Ansgar Knauff,Ansgar Knauff,Pass (Live),Ellyes Skhiri,Pass (Live),,Eint Frankfurt,Bundesliga
13,2024-10-06,Matchweek 6,Home,Hugo Ekitike,Bayern Munich,Y,0.13,0.19,Right Foot,11.0,35,1-1,Manuel Neuer,Omar Marmoush,Omar Marmoush,Pass (Live),Omar Marmoush,Take-On,,Eint Frankfurt,Bundesliga
14,2024-10-06,Matchweek 6,Home,Omar Marmoush,Bayern Munich,Y,0.36,0.7,Right Foot,16.0,90+4,2-3,Manuel Neuer,Junior Dina Ebimbe,Junior Dina Ebimbe,Pass (Live),,,,Eint Frankfurt,Bundesliga
15,2024-10-19,Matchweek 7,Away,Omar Marmoush,Leverkusen,Y,0.79,0.92,Right Foot,13.0,16,0-0,Lukáš Hrádecký,,Omar Marmoush,Fouled,Niels Nkounkou,Pass (Dead),,Eint Frankfurt,Bundesliga
16,2024-10-27,Matchweek 8,Away,Mario Götze,Union Berlin,Y,0.92,0.99,Right Foot,2.0,14,0-0,Frederik Rønnow,,Ellyes Skhiri,Shot,,,,Eint Frankfurt,Bundesliga
1,2024-08-24,Matchweek 1,Home,Lukas Kübler,Stuttgart,Y,0.04,0.26,Right Foot,28.0,26,0-1,Alexander Nübel,Junior Adamu,Junior Adamu,Pass (Live),Patrick Osterhage,Pass (Live),,Freiburg,Bundesliga
2,2024-08-24,Matchweek 1,Home,Ritsu Doan,Stuttgart,Y,0.75,0.68,Left Foot,1.0,54,1-1,Alexander Nübel,,Ritsu Doan,Shot,,,,Freiburg,Bundesliga
3,2024-08-24,Matchweek 1,Home,Lukas Kübler,Stuttgart,Y,0.13,0.34,Head,10.0,61,2-1,Alexander Nübel,Vincenzo Grifo,Vincenzo Grifo,Pass (Dead),Patrick Osterhage,Shot,,Freiburg,Bundesliga
4,2024-09-14,Matchweek 3,Home,Junior Adamu,Bochum,Y,0.22,0.74,Left Foot,21.0,58,0-1,Patrick Drewes,Vincenzo Grifo,Vincenzo Grifo,Pass (Live),Nicolas Höfler,Pass (Live),,Freiburg,Bundesliga
5,2024-09-14,Matchweek 3,Home,Junior Adamu,Bochum,Y,0.6,0.99,Left Foot,6.0,61,1-1,Patrick Drewes,,Lukas Kübler,Shot,,,Deflected,Freiburg,Bundesliga
6,2024-09-21,Matchweek 4,Away,Ritsu Doan,Heidenheim,Y,0.06,0.05,Left Foot,20.0,54,0-0,Kevin Müller,Eren Dinkçi,Eren Dinkçi,Pass (Live),Maximilian Eggestein,Pass (Live),,Freiburg,Bundesliga
7,2024-09-21,Matchweek 4,Away,Vincenzo Grifo,Heidenheim,Y,0.14,0.74,Right Foot,16.0,59,1-0,Kevin Müller,,Junior Adamu,Shot,,,,Freiburg,Bundesliga
8,2024-09-21,Matchweek 4,Away,Vincenzo Grifo,Heidenheim,Y,0.17,0.92,Right Foot,9.0,65,2-0,Kevin Müller,Lucas Höler,Junior Adamu,Pass (Live),Christian Günter,Pass (Live),,Freiburg,Bundesliga
9,2024-10-05,Matchweek 6,Away,Ritsu Doan,Werder Bremen,Y,0.04,0.23,Left Foot,16.0,75,0-0,Michael Zetterer,Vincenzo Grifo,Vincenzo Grifo,Pass (Live),Florent Muslija,Pass (Live),Deflected,Freiburg,Bundesliga
10,2024-10-19,Matchweek 7,Home,Vincenzo Grifo,Augsburg,Y,0.06,0.54,Right Foot,24.0,34,0-0,Nediljko Labrović,Eren Dinkçi,Vincenzo Grifo,Take-On,Eren Dinkçi,Pass (Live),,Freiburg,Bundesliga
11,2024-10-19,Matchweek 7,Home,Philipp Lienhart,Augsburg,Y,0.11,0.36,Head,3.0,37,1-0,Nediljko Labrović,Vincenzo Grifo,Vincenzo Grifo,Pass (Dead),Lukas Kübler,Pass (Live),,Freiburg,Bundesliga
12,2024-10-19,Matchweek 7,Home,Christian Günter,Augsburg,Y*,0.02,0.07,Left Foot,32.0,45+1,2-0,Nediljko Labrović,Ritsu Doan,Ritsu Doan,Pass (Live),Lukas Kübler,Pass (Live),,Freiburg,Bundesliga
13,2024-10-26,Matchweek 8,Away,Ritsu Doan,RB Leipzig,Y,0.47,0.86,Head,3.0,15,0-0,Péter Gulácsi,Vincenzo Grifo,Vincenzo Grifo,Pass (Live),Eren Dinkçi,Pass (Live),,Freiburg,Bundesliga
1,2024-08-23,Matchweek 1,Home,Nico Elvedi,Leverkusen,Y,0.62,0.89,Left Foot,4.0,59,0-2,Lukáš Hrádecký,,Nico Elvedi,Shot,,,,Gladbach,Bundesliga
2,2024-08-23,Matchweek 1,Home,Tim Kleindienst,Leverkusen,Y,0.17,0.54,Right Foot,8.0,85,1-2,Lukáš Hrádecký,,Joe Scally,Pass (Live),Tomáš Čvančara,Pass (Live),Deflected,Gladbach,Bundesliga
3,2024-08-31,Matchweek 2,Away,Tim Kleindienst,Bochum,Y,0.9,0.99,Head,1.0,66,0-0,Patrick Drewes,Franck Honorat,Franck Honorat,Pass (Live),Kevin Stöger,Pass (Live),,Gladbach,Bundesliga
4,2024-08-31,Matchweek 2,Away,Franck Honorat,Bochum,Y,0.9,1.0,Right Foot,4.0,78,1-0,Patrick Drewes,Tim Kleindienst,Tim Kleindienst,Pass (Live),Rocco Reitz,Pass (Live),,Gladbach,Bundesliga
5,2024-09-14,Matchweek 3,Home,Alassane Pléa,Stuttgart,Y,0.44,0.87,Head,5.0,27,0-1,Alexander Nübel,Kevin Stöger,Kevin Stöger,Pass (Live),,,,Gladbach,Bundesliga
6,2024-09-28,Matchweek 5,Home,Tomáš Čvančara,Union Berlin,N,0.1,0.28,Head,9.0,90+6,0-0,Frederik Rønnow,Robin Hack,Robin Hack,Pass (Live),Alassane Pléa,Pass (Dead),,Gladbach,Bundesliga
7,2024-10-04,Matchweek 6,Away,Tim Kleindienst,Augsburg,Y,0.09,0.47,Head,9.0,72,0-2,Nediljko Labrović,Kevin Stöger,Kevin Stöger,Pass (Dead),Julian Weigl,Pass (Live),,Gladbach,Bundesliga
8,2024-10-19,Matchweek 7,Home,Ko Itakura,Heidenheim,Y,0.05,0.53,Right Foot,12.0,22,0-1,Kevin Müller,,Rocco Reitz,Pass (Live),Stefan Lainer,Pass (Live),,Gladbach,Bundesliga
9,2024-10-19,Matchweek 7,Home,Tim Kleindienst,Heidenheim,Y,0.58,0.96,Right Foot,6.0,62,1-1,Kevin Müller,Alassane Pléa,Alassane Pléa,Pass (Live),Alassane Pléa,Pass (Live),,Gladbach,Bundesliga
10,2024-10-19,Matchweek 7,Home,Tim Kleindienst,Heidenheim,Y,0.79,0.71,Left Foot,13.0,75,2-1,Kevin Müller,,Alassane Pléa,Fouled,Tim Kleindienst,Pass (Live),,Gladbach,Bundesliga
11,2024-10-25,Matchweek 8,Away,Tim Kleindienst,Mainz 05,Y,0.24,0.69,Head,10.0,57,0-1,Robin Zentner,Franck Honorat,Franck Honorat,Pass (Live),Alassane Pléa,Pass (Live),,Gladbach,Bundesliga
1,2024-08-25,Matchweek 1,Away,Paul Wanner,St. Pauli,Y,0.35,0.76,Right Foot,11.0,66,0-0,Nikola Vasilj,Marvin Pieringer,Marvin Pieringer,Pass (Live),Sirlord Conteh,Pass (Live),,Heidenheim,Bundesliga
2,2024-08-25,Matchweek 1,Away,Jan Schöppner,St. Pauli,Y,0.65,0.99,Right Foot,2.0,82,1-0,Nikola Vasilj,Mathias Honsak,Mathias Honsak,Pass (Dead),Kevin Müller,Pass (Dead),,Heidenheim,Bundesliga
3,2024-09-01,Matchweek 2,Home,Paul Wanner,Augsburg,Y,0.79,0.8,Left Foot,13.0,9,0-0,Nediljko Labrović,,,Fouled,Léo Scienza,Pass (Dead),,Heidenheim,Bundesliga
4,2024-09-01,Matchweek 2,Home,Léo Scienza,Augsburg,Y,0.1,0.35,Left Foot,7.0,30,1-0,Nediljko Labrović,,Jonas Föhrenbach,Pass (Live),Jan Schöppner,Pass (Live),"Deflected, Volley",Heidenheim,Bundesliga
5,2024-09-01,Matchweek 2,Home,Adrian Beck,Augsburg,Y,0.39,0.45,Right Foot,10.0,69,2-0,Nediljko Labrović,Paul Wanner,Paul Wanner,Pass (Live),,,,Heidenheim,Bundesliga
6,2024-09-01,Matchweek 2,Home,Maximilian Breunig,Augsburg,N,0.98,0.99,Left Foot,2.0,73,3-0,Nediljko Labrović,Sirlord Conteh,Sirlord Conteh,Pass (Live),Léo Scienza,Pass (Live),,Heidenheim,Bundesliga
7,2024-09-13,Matchweek 3,Away,Marvin Pieringer,Dortmund,Y,0.23,0.76,Head,8.0,39,0-2,Gregor Kobel,Omar Traoré,Omar Traoré,Pass (Live),Paul Wanner,Pass (Live),,Heidenheim,Bundesliga
8,2024-09-13,Matchweek 3,Away,Maximilian Breunig,Dortmund,N,0.79,0.85,Left Foot,13.0,74,1-3,Gregor Kobel,,Mikkel Kaufmann,Fouled,Sirlord Conteh,Pass (Live),,Heidenheim,Bundesliga
